title,link,address,description,village,subdistrict,city,bedrooms,bathrooms,building_size,land_size,car_spaces,floors_total,maidrooms,price
"Dijual Rumah 2 Lantai di Jakarta Garden City, Cakung, Jakarta Timur",https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-2-lantai-di-jakarta-garden-city-cakun-171919977855/,"Cakung, Jakarta Timur","DIJUAL Rumah di JGC (Jakarta Garden City) ` Rumah baru belum pernah di tempatin Hadap Timur  Ukuran tanah 8 × 15 = 120 m² Luas bangunan 116 m² (2 lantai) Kamar tidur 4+1 Kamar Mandi 3+1 Carport 2 mobil Listrik 2200 watt Pam Sertifikat PPJB Rumah standard developer, belum pernah dipakai. 4 AC 1pk (Baru, belum dipasang) lyjie M2  HARGA 2,7M  LyjieM2 09.06 Diteruskan",CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,5,4,116,120,2,1,0,2700000000
Rumah Di Jakarta Garden City Cluster Lantana,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/rumah-di-jakarta-garden-city-cluster-lantana-169873927562/,"Cakung, Jakarta Timur",Dijual Rumah di Jakarta Garden City Cluster LantanaAlamat/Cluster : LantanaLuas Tanah : 228mLuas Bangunan : 200mKamar Tidur : 4+1Kamar Mandi : 3+1Sertifikat : SHMHadap : UtaraKondisi : BadanSemi furnished : kitchen set dan smua yg di fotoHarga : 3.5 Nego.,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,4,4,200,228,0,1,1,3500000000
Cluster Missisipi Jakarta Garden City Jaktim,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/cluster-missisipi-jakarta-garden-city-jaktim-172071712017/,"Cakung, Jakarta Timur",DIJUAL Rumah Jakarta Garden City Cluster Missisipi LT 90 (6x15) LB 75 2 Lantai Hadap Barat Sertifikat : SHM KT : 3 + 1 KM : 2+ 1 Harga : 1.8M rhm.,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,4,3,75,90,0,1,0,1800000000
PRIVATE RESIDANCE DI PUSAT KOTA JAKARTA TIMUR,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/private-residance-di-pusat-kota-jakarta-timur-169874036143/,"Cakung, Jakarta Timur","Tingkatkan lifestyle Anda bersama lengkapnya fasilitas clubhouse Bukit Podomoro Jakarta. Private Luxury memberikan kenyamanan sebagai hunian impian anda.  Fasilitas yang terdapat di dalam clubhouse, antara lain:",PENGGILINGAN,CAKUNG,JAKARTA TIMUR,4,3,280,80,3,1,0,4500000000
rumah mewah daerah royal residence Jakarta timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/rumah-mewah-daerah-royal-residence-jakarta-timur-170909722227/,"Cakung, Jakarta Timur","Dijual Rumah Hook Semi Furnished Exclusive di Jakarta Timur LT 328 m2 LB 320 m2 KT 5 + 1 KM 5 + 1 Garasi Gudang Carport SHM Listrik 4400 Watt Harga 5,4M Nego Semi Furnished (nego) Tr.",PULO GEBANG,CAKUNG,JAKARTA TIMUR,6,5,320,328,0,1,0,5200000000
[TERMURAH] Jakarta Garden City luas 198,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/termurah-jakarta-garden-city-luas-198-170469140727/,"Cakung, Jakarta Timur",Dijual Cepat Rumah Dalam Cluster Jakarta Garden city lokasi Strategis  Dekat Mall Dan fasilitas umum  Dijual Dibawah Harga Pasar,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,4,4,150,198,2,1,0,2800000000
RESIDANSIL MEWAH DI JAKARTA TIMUR TERLENGKAP,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/residansil-mewah-di-jakarta-timur-terlengkap-169874035533/,"Cakung, Jakarta Timur","Tingkatkan lifestyle Anda bersama lengkapnya fasilitas clubhouse Bukit Podomoro Jakarta. Private Luxury memberikan kenyamanan sebagai hunian impian anda.  Fasilitas yang terdapat di dalam clubhouse, antara lain:",PENGGILINGAN,CAKUNG,JAKARTA TIMUR,4,4,288,80,3,1,0,4150000000
[TerLuas] Jakarta Garden City luas 400,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/terluas-jakarta-garden-city-luas-400-17046918372/,"Cakung, Jakarta Timur",Dijual Cepat Murah  Dalam Cluster Jakarta Garden City luas tanah 400 luas bangunan 225 kt 4+1 km 3+1,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,5,4,225,400,3,1,0,7000000000
rumah murah daerah asya cakung jakarta timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/rumah-murah-daerah-asya-cakung-jakarta-timur-16906230411/,"Cakung, Jakarta Timur","Rumah hoek dengan luas 13x14 182m2 type 4KT Cluster Matana Asya JGC Jakarta Garden City  Perumahan siap huni di jakarta timur, dekat aeon, ikea dan pasar modern Bangunan 2 lantai Luas tanah : 182m2 Bangunan : 158m2 Kamar tidur : 4 Kamarmandi : 4 Listrik : 5000 watt Kondisi : furnished Air : PAM Sertifikat : HGB (hak guna bangunan)  Harga 4.2M   Axlan",CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,4,4,148,158,2,1,0,4200000000
"Rumah Semi Furnished di Cakung, Jakarta Timur",https://www.lamudi.co.id/jual/jakarta/jakarta-timur/rumah-semi-furnished-di-cakung-jakarta-timur-172006665929/,"Cakung, Jakarta Timur",For Sale  Rumah cantik semi furnished jakarta Garden City Cluster Shinano Cakung Jakarta Timur Luas tanah 102m² (6x17) Luas bangunan kurang lebih 135m2 Kamar tidur 3+1 Kamar mandi 2+1 Listrik 4400 watt Pdam Hadap Timur Shm   Harga 2.5 M nego  Listing Nina NME 483,CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,3,2,135,102,0,1,1,2500000000
DIJUAL RUMAH CLUSTER MAHAKAM JAKARTA GARDEN CITY,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-cluster-mahakam-jakarta-garden-city-169900660319/,"Cakung, Jakarta Timur","Keunggulan Rumah Cluster Mahakam JGC Fasilitas Cluster Mahakam Jakarta Garden City Fasilitas Kota Mandiri JGC  Cluster Mahakam, rumah cluster baru Jakarta Garden City memiliki 2 lantai dengan gaya design modern tropical dan konsep rumah tunggal dimana antara rumah tidak saling menempel dimana tiap rumah terdapat taman samping yang menghubungkan dengan taman di bagian belakang rumah. Sirkulasi udara dalam rumah lebih lancar dan selalu mengalir bebas dengan bukaan jendela yang lebar di samping rumah, menjadikan rumah Mahakam sejuk, nyaman, ramah lingkungan dan hemat listrik.  Cluster baru Mahakam JGC memiliki fasilitas klaster yang sangat lengkap, dimana terdapat  Kolam renang dan fitness centre, Taman penghubung di sepanjang klaster, Jogging track, Children playground, Sistem gate 1 pintu, Keamanan 24 jam.   Jakarta Garden City (JGC) memiliki fasilitas kota mandiri yang masih terus berkembang dengan pesat. Sebagai contoh, dalam kawasan JGC terdapat :  AEON MALL, IKEA (soon), RS Mayapada (soon), Sekolah Global Mandiri, Food Garden, Pasar Modern, dll.",CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,2,2,69,90,2,1,0,2057000000
Rumah Baru 3 Lantai Rawamangun  Jakarta Timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/rumah-baru-3-lantai-rawamangun-jakarta-timur-170778623643/,"Utan Kayu, Jakarta Timur","Rumah Baru dalam Cluster Lokasi Nyaman Strategis di Tengah Jakarta Jalan Jatinegara Kaum 1 Rawamangun Jakarta  SPESIFIKASI: - Konsep Milenial Modern - One Gate Sistem - Legalitas SHM - LT 30-57 m2 - LB 55-110 m2 - Bangunan 2-3 Lantai - 2-3 Kamar Tidur - 2-3 Kamar Mandi - Garasi 1 Mobil - Jalan depan cluster 2 Mobil - jalan dalam cluster 2 mobil (4,5m) - Bebas Banjir - Lokasi Premium dan Strategis   Bonus:  AC kitchen cabinet smart door lock",UTAN KAYU UTARA,MATRAMAN,JAKARTA TIMUR,3,3,120,40,1,1,0,850000000
Rumah Jakarta Garden City (JGC) 6x15m 2lantai,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/rumah-jakarta-garden-city-jgc-6x15m-2lantai-169710622755/,"Cakung, Jakarta Timur","Jual rumah Jakarta Garden City (JGC)Uk. 6x15m 2lantai3+1 kmr tidur, 2+1 kmr mandiSertifikat Hak MilikHarga 1,7MNo sms, pls call only if you serious, tx",CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,4,3,132,90,0,1,0,1700000000
rumah lokasi strategis di condet jakarta timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/rumah-lokasi-strategis-di-condet-jakarta-timur-171228441546/,"Condet, Jakarta Timur",Di Jual Rumah pembagunan baru th 2021 Lokasi: .Dekat gg masjid alkhairat Condet Jakarta Timur Luas Tanah 72m2 -2kt -1km -air jetpump Jernih -lingkungan aman -nyaman tenang -dekat masjid alkhairat -dekat fasum -dekat sekolah -favorite swasta dan negeri -surat SHM -Akses Motor Kalau Mobil 10 Meter Harga 750 nego Kondisi Sekarang Lagi Di Kontrak Orang Siap Keluar kalau udah laku..,BALE KAMBANG,KRAMAT JATI,JAKARTA TIMUR,2,1,80,72,0,1,0,750000000
Rumah Perumahan Taman Modern Cakung Jakarta Timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/rumah-perumahan-taman-modern-cakung-jakarta-timur-17157587739/,"Cakung, Jakarta Timur",Perumahan Taman Modern Cakung Jakarta Timur   Harga 1.680 M nego  Sertifikat Hak Milik  LT/LB 120/149  KT/KM 4/3  Carport 1 Listrik 2200 watt Air PAM  HER,UJUNG MENTENG,CAKUNG,JAKARTA TIMUR,4,3,149,120,1,2,0,1680000000
Rumah Utan Kayu Matraman Jakarta Timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/rumah-utan-kayu-matraman-jakarta-timur-171986117276/,"Matraman, Jakarta Timur","Di Jual Rumah di Utan Kayu Selatan Matraman Jakarta Timur

Luas Bangunan : 180mÂ²
Luas Tanah : 90mÂ²
Kamar Tidur : 5
Kamar mandi : 2
Listrik 1300w
Air Pam
Sertifikat SHM 
Jalan bisa dilalui mobil

Harga 4.5 M nego

Nat #ID: 169812",UTAN KAYU SELATAN,MATRAMAN,JAKARTA TIMUR,5,2,180,90,0,1,0,4500000000
rumah di Wisteria Metland Menteng Jakarta Timur.,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/rumah-di-wisteria-metland-menteng-jakarta-timur-170876355777/,"Cakung, Jakarta Timur","Dijual rumah di Wisteria Metland Menteng Jakarta Timur Type Basilia tahap 1Serah terima 2021 LT 84 (7x12)LB 79KT 3KM 2AtticSky BalconyPAMListrik 2200Bisa KPR Harga jual 2,5M nego Tjen",UJUNG MENTENG,CAKUNG,JAKARTA TIMUR,3,2,79,84,1,2,0,2500000000
Dijual Rumah Cluster Baru Vastu Jakarta Garden,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-cluster-baru-vastu-jakarta-garden-169649958688/,"Cakung, Jakarta Timur",Dijual Rumah Cluster Baru Vastu Jakarta Garden Start 3 M-an Luas Tanah 105 Luas Bangunan 194 Kamar Tidur 4+1 kamar Mandi 4+1 Carport 2 Info Detail Hubungi  (Santi Angeline),CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,5,5,194,105,2,1,0,3000000000
"Rumah Cluster modern Cipayung,Jakarta Timur",https://www.lamudi.co.id/jual/jakarta/jakarta-timur/rumah-cluster-modern-cipayung-jakarta-timur-17223308547/,"Cipayung, Jakarta Timur",Rumah Cluster Munjul Cipayung Jakarta TimurLt 60 meterLb 45SHMLokasi Dekat Pasar MunjulDekat ArundinaDekat Toll CibuburDekat sekolahDekat MallDllTersedia 17 Unit Sisa 2 Unit 2 LagiYuk bookingsegera Unitnya sebelum kehabisan.,MUNJUL,CIPAYUNG,JAKARTA TIMUR,2,1,45,60,0,1,0,650000000
Rumah Dalam Cluster di Condet Jakarta Timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/rumah-dalam-cluster-di-condet-jakarta-timur-172049900388/,"Condet, Jakarta Timur",Bismillah Dijual rumah 2 lantai lokasi jalan raya tengah condet jakarta timur Luas tanah 90 meter Luas bangunan 120 meter Kamar tidur 3+1 Kamar mandi 3 Carport muat 2 mobil Surat SHM faizan.,BALE KAMBANG,KRAMAT JATI,JAKARTA TIMUR,4,3,120,90,0,1,0,1900000000
Dijual Rumah Cantik di Jakarta Garden City Cluster La Seine Jakarta,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-cantik-di-jakarta-garden-city-cluster-171989147268/,"Cakung, Jakarta Timur","Dijual rumah cantik 2 lantai di Jakarta Garden City, Cluster La Seine.  Luas tanah: 7x15 m2 Luas bangunan: 96 m2 Hadap: Selatan Listrik: 2200 Watt Air: PAM Carport: 2 mobil Kamar tidur: 3 Kamar mandi: 2 Sertifikat: SHM Harga : 2,8 M (Nepis)   INTERIOR: Lantai sudah full granit dan area tangga menggunakan parkit. Furnished 80%, termasuk: - Toren dan Pompa - High Quality Gorden di ruang tamu dan seluruh kamar - 3 buah AC 1/2 PK merk Daikin dan Gree) - 1 buah AC 1 PK, merk Gree - Kitchen Set, table marmer - Kompor tanam Modena 2 tungku - Lemari pakaian custom - Dipan kasur king - 1 set Meja Makan (meja Quartzstone) - 1 set sofa ruang tamu (meja marmer)   Mar.Lie/Slvy Tan M2 HAM3",CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,3,2,96,105,0,1,0,2800000000
rumah murah daerah asya cakung jakarta timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/rumah-murah-daerah-asya-cakung-jakarta-timur-169062303422/,"Cakung, Jakarta Timur","Jual Rumah Baru Asya Jakarta Timur 3,15M nego  Type 7 (7 x 14m) Bedroom : 3 Bathroom : 3 (3 En-Suite) Powder Room : 1 Dry Kitchen : 1 Maid Room Bath : 1 Carport : 2 Building Area : 115 m2 Land Area : 98 m2",CAKUNG TIMUR,CAKUNG,JAKARTA TIMUR,4,4,80,98,12,1,0,3150000000
"Rumah harga murah di Komplek Walikota Jakarta Utara, Jakarta Utara",https://www.lamudi.co.id/jual/jakarta/jakarta-utara/rumah-harga-murah-di-komplek-walikota-jakarta-utar-171810407061/,"Kelapa Gading, Jakarta Utara",Rumah murah di komplek Walikota kelapa gading jakarta utaraLuas tanah 90 m2Luas bangunan 124 m2Kamar tidur 3+1Kamar mandi 2+1Garasi 1Hadap utaraHubungi : Lily Sia,PEGANGSAAN DUA,KELAPA GADING,JAKARTA UTARA,3,2,124,90,0,2,1,2300000000
"4 Bedrooms Rumah Kelapa Gading, Jakarta Utara, DKI Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-utara/4-bedrooms-rumah-kelapa-gading-jakarta-utara-dki-j-171896703977/,"Kelapa Gading, Jakarta Utara","Rumah dijual kelapa gading nias minimalis uk 8x17, 2lt hrga 3.75M negokelapa gading nias rmh baru uk 8x17, 2lt, hrga 3.85M nego",PEGANGSAAN DUA,KELAPA GADING,JAKARTA UTARA,4,3,194,136,0,2,0,3850000000
Rumah di Sunter Jakarta Utara,https://www.lamudi.co.id/jual/jakarta/jakarta-utara/rumah-di-sunter-jakarta-utara-169106554195/,"Sunter, Jakarta Utara","Dijual rumah di Sunter, Jakarta Utara.Ukuran tanah 9x16,5 m Bangunan 2 lt Kt 3, km 3, carport 2 Shm, Imb Harga 3,2 m nego Info Helen.",SUNTER JAYA,TANJUNG PRIOK,JAKARTA UTARA,3,3,207,149,0,1,0,3200000000
Ruamh murah daerah jakarta utara,https://www.lamudi.co.id/jual/jakarta/jakarta-utara/ruamh-murah-daerah-jakarta-utara-169062292484/,"Kelapa Gading, Jakarta Utara",Di jual rumah kelapa gading vespa Jakarta utaraKT 5KM 5Kios 2 (34)Listrik 2200PAMHadap UtaraLT 180 (1018)SHM (ahli waris)Depan tamanJalan depan 2mobilHarga 3.7M negoBudi,PEGANGSAAN DUA,KELAPA GADING,JAKARTA UTARA,5,5,180,180,0,1,0,3700000000
Rumah murah daerah jakarta utara,https://www.lamudi.co.id/jual/jakarta/jakarta-utara/rumah-murah-daerah-jakarta-utara-169062296830/,"Kelapa Gading, Jakarta Utara","Di jual rumah daerah kelapa gading Jakarta Utara Lt 90Lb 1304kt3kmPamShmListrik 2200No banjirDekat mallDekat sekolahStrategisHarga 2,6 M negoEari",PEGANGSAAN DUA,KELAPA GADING,JAKARTA UTARA,4,3,130,90,0,1,0,2600000000
Rumah murah daerah jakarta utara,https://www.lamudi.co.id/jual/jakarta/jakarta-utara/rumah-murah-daerah-jakarta-utara-169062292753/,"Kelapa Gading, Jakarta Utara",Di jual rumah daerah kelapa gading Jakarta Utara6x171003+1kt2+1kmShmPam2.7M negoSelatanDekat MKGDekat startegisEarijo,PEGANGSAAN DUA,KELAPA GADING,JAKARTA UTARA,4,3,102,100,0,1,0,2700000000
Rumah murah daerah jakarta utara,https://www.lamudi.co.id/jual/jakarta/jakarta-utara/rumah-murah-daerah-jakarta-utara-169062293441/,"Kelapa Gading, Jakarta Utara",Dijual Rumah baru 2 lantai kelapa gading Jakarta utara jakut. Lt 60m2 ( 4 x 15 )Lb : 100m23 kmr tdr2 kmr mandiJalan 2 mobilLingkungan aman & nyaman. Jual 1.8M nego,PEGANGSAAN DUA,KELAPA GADING,JAKARTA UTARA,3,2,100,60,0,1,0,1800000000
Rumah murah daerah jakarta utara,https://www.lamudi.co.id/jual/jakarta/jakarta-utara/rumah-murah-daerah-jakarta-utara-16906231052/,"Kelapa Gading, Jakarta Utara","Di jual rumah daerah kelapa gading Jakarta Utara Lt 300Lb 2004kt3kmPamShmRumah Hoek Harga 8,5M negoE/ari",PEGANGSAAN DUA,KELAPA GADING,JAKARTA UTARA,4,3,200,300,0,1,0,8500000000
Rumah murah daerah jakarta utara,https://www.lamudi.co.id/jual/jakarta/jakarta-utara/rumah-murah-daerah-jakarta-utara-169062299858/,"Kelapa Gading, Jakarta Utara",Di jual rumah cantik 2 lantai di grand orchard lebar 10x20 kamar 5 kelapa gading jakarta utaraLuas 200Lb 280Kamar 5+1Km 3+1Garasi 1Carport 2Hadap utaraSemi furnishedListrik 4400wPamShm6.7M,PEGANGSAAN DUA,KELAPA GADING,JAKARTA UTARA,6,4,280,200,0,1,0,6700000000
Dijual Rumah Pademangan Jakarta Utara,https://www.lamudi.co.id/jual/jakarta/jakarta-utara/dijual-rumah-pademangan-jakarta-utara-170004879346/,"Pademangan, Jakarta Utara",Dijual Rumah Pademangan Jakarta Utara Luas tanah 7x12  Luas bangunan 300 m    Per lantai Kmt tdr 4 kmr mandi 3  Lt 2  dan lt 3 kmr tdr 2 kmr mandi 1  Listrik 5000  kwh Shm Renovasi terakhir  6 thn yg lalu  Harga 2.5 M nego hub RINI atiga properti,ANCOL,PADEMANGAN,JAKARTA UTARA,4,3,300,84,0,1,0,2500000000
Rumah murah daerah jakarta utara,https://www.lamudi.co.id/jual/jakarta/jakarta-utara/rumah-murah-daerah-jakarta-utara-169062302589/,"Kelapa Gading, Jakarta Utara",Di jual rumah luas 2 lantai lebar 7x15 jalanan 2 mbl di sunter podomoroJakarta utaraLuas 105Lb 140Listrik 4400wPamShmKamar 3+1Km3Carport 2 mblJalanan depan rumah 2 mblDekat tol3m nego tipis,PEGANGSAAN DUA,KELAPA GADING,JAKARTA UTARA,4,3,140,105,0,1,0,3000000000
Rumah murah daerah jakarta utara,https://www.lamudi.co.id/jual/jakarta/jakarta-utara/rumah-murah-daerah-jakarta-utara-169062293949/,"Kelapa Gading, Jakarta Utara","Dijual Rumah di Kelapa Gading Jakarta UtaraLT 198 m2 ( 11x18) LB FullKT 4 (besar besar)KM 4Listrik 4400 WattPDAM+Air Tanah+TorenHadap Timur LautSHMCarport 2 mobilJalan Depan Rumah 4 MobilHarga 6M Nego HabisNote:Rumah sekarang dijadikan kos2an sebanyak 20 kamar Harga perkamarnya mulai dari 700rb s/d 1,5jt per bulanTirta",PEGANGSAAN DUA,KELAPA GADING,JAKARTA UTARA,4,4,198,197,0,1,0,6000000000
"Rumah di Pademangan, Jakarta Utara",https://www.lamudi.co.id/jual/jakarta/jakarta-utara/rumah-di-pademangan-jakarta-utara-17112322105/,"Pademangan, Jakarta Utara","Dijual Rumah di Pademangan, Jakarta Utara  Spec :  LT : 74,25 m2 (5,5 x13,5) LB : 222,75 m2 KT : 4 KM : 4 Lantai : 3 Carport : 1 Air : PAM Listrik : 4.400 Watt Sertifikat : SHM  Harga : 2,2M Turun Harga jadi 2M (Nego Tipis)  yo.mrel  Hubungi (Call/WhatsApp) : Joe Tan  Note : Terima Jual - Beli - Sewa Properti (Rumah, Ruko, Apartemen, Gudang, Tanah/Kavling, Gedung, Hotel, dll). Kami Siap Melayani Anda  Kepuasan Anda adalah Prioritas Kami",ANCOL,PADEMANGAN,JAKARTA UTARA,4,4,222.75,74.25,0,1,0,2000000000
Rumah murah daerah jakarta utara,https://www.lamudi.co.id/jual/jakarta/jakarta-utara/rumah-murah-daerah-jakarta-utara-169062296353/,"Kelapa Gading, Jakarta Utara","Di jual rumah daerah kelapa gading Jakarta Utara .Lt 6x17Lb 100SHMPam. 2 lt full3+1kt./2+1km. PLN 7700 watt.Dekat mall MKGTollSekolahPasarJalan depan besar 3,3MEari",PEGANGSAAN DUA,KELAPA GADING,JAKARTA UTARA,4,3,100,102,0,1,0,3300000000
Rumah murah daerah jakarta utara,https://www.lamudi.co.id/jual/jakarta/jakarta-utara/rumah-murah-daerah-jakarta-utara-169062309848/,"Kelapa Gading, Jakarta Utara",Dijual rumah 2.5 lantai diKelapa Gading Jakarta UtaraHarga 2.450 m/negoLuas Tanah (6x15) 90 m2Luas Bangunan 220 m2SHMHadap TIMUR2.5 LantaiKamar Tidur 3+1Kamar Mandi 3+1Gudang 1Listrik 5.500 WattPDAMAC Carport 1Akses 2 mobilTV Kabel First MediaFurnished Akses Angkutan Umum 1 MenitMall Kelapa Gading 10 MenitLRT 10 MenitLg,PEGANGSAAN DUA,KELAPA GADING,JAKARTA UTARA,4,4,220,90,0,1,0,2450000000
Rumah murah daerah jakarta utara,https://www.lamudi.co.id/jual/jakarta/jakarta-utara/rumah-murah-daerah-jakarta-utara-169062295529/,"Kelapa Gading, Jakarta Utara","Rumah Dijual di pengangsaan dua, Kelapa Gading Jakarta UtaraHarga 2.7m/negoLuas Tanah 90 m26x15 MLuas Bangunan 225 M2SHMHadap TIMUR2.5 LantaiFurnished IncludeKamar Tidur 3+1Kamar Mandi 3+1Gudang 1Listrik 5.500 WattPDAMAC CarportTV Kabel First MediaAkses depan rumah 2 mobilAkses Angkutan Umum 1 MenitMall Kelapa Gading 10 MenitLRT 10 MenitLg",PEGANGSAAN DUA,KELAPA GADING,JAKARTA UTARA,4,4,225,90,0,1,0,2700000000
"RUMAH KELAPA GADING, JAKARTA UTARA",https://www.lamudi.co.id/jual/jakarta/jakarta-utara/rumah-kelapa-gading-jakarta-utara-171861597238/,"Kelapa Gading, Jakarta Utara","RUMAH DI KELAPA GADING, JAKARTA UTARA Lokasi: Kelapa Gading Detail Properti:  Ukuran: 5 x 18 meter Jumlah Lantai: 2 Kamar Tidur: 6 Kamar Mandi: 3 Akses Jalan: Muat 2 mobil Air: PAM Sertifikat: SHM (Sertifikat Hak Milik) Orientasi: Barat Daya   Rumah strategis dan nyaman di Kelapa Gading, cocok untuk kos-kosan dengan 6 kamar tidur dan 3 kamar mandi. Akses jalan yang luas untuk 2 mobil dan air PAM. Lokasi premium dengan sertifikat hak milik, siap untuk investasi properti.   Untuk informasi lebih lanjut dan jadwalkan kunjungan, hubungi Ivan.",KELAPA GADING TIMUR,KELAPA GADING,JAKARTA UTARA,6,3,198,99,41,1,0,2200000000
Rumah murah daerah jakarta utara,https://www.lamudi.co.id/jual/jakarta/jakarta-utara/rumah-murah-daerah-jakarta-utara-169062302833/,"Kelapa Gading, Jakarta Utara","dijual rumah minimalis di kawasan kelapa gading Jakarta utaraLokasi yang sangat strategis Berdekatan dengan Mall kelapa gading, Laa Piaza, dekat dengan sekolah, tempat ibadah dsb.Rumah 3 ½ lantai, memiliki design minimalis dengan interior yang bagus, terdapat 3 kamar tidur + 1 kamar pembantu, kamar mandi 4 + 1 kamar mandi pembantuDapur bersih + dapur kotorDengan halaman yang bisa digunakan untuk memarkir 4 kendaraan.Terdapat rooftop dilantai paling atasluas tanah 160 mluas bangunan 300 m Harga 5,7 M (nego)Eari",KELAPA GADING TIMUR,KELAPA GADING,JAKARTA UTARA,4,5,300,160,0,1,0,5700000000
Rumah murah daerah jakarta utara,https://www.lamudi.co.id/jual/jakarta/jakarta-utara/rumah-murah-daerah-jakarta-utara-16906229244/,"Kelapa Gading, Jakarta Utara","Dijual Rumah 3l Lantai di Gading Grande Residence Kelapa Gading Jakarta Utara LT 135m2 (9x15)LB 250 m23 LantaiSHM Harga 3,5M NegoKT 3 +1KM 5Lantai 1KT luas 6 x 15 full untuk kamar pembantu, gudang dan kamar mandi Lantai 2 Dapur Ruang Keluarga Ruang Tamu,Kamar MandiLantai 3 Kamar Tidur + Kamar Mandi DalamKamar Mandi Luar Ruang Keluarga Listrik 3300 WattAir PDAMCarport 3 Mobil Jalan Depan Rumah 2 Mobil Hadap UtaraTidak BanjirTirta",PEGANGSAAN DUA,KELAPA GADING,JAKARTA UTARA,4,5,250,135,0,1,0,3500000000
Rumah murah daerah jakarta utara,https://www.lamudi.co.id/jual/jakarta/jakarta-utara/rumah-murah-daerah-jakarta-utara-169062300894/,"Kelapa Gading, Jakarta Utara","Rumah diKelapa gading, Kelapa Gading Timur, Jakarta UtaraHarga 9,5M (Nego)Full furnishedSpek:Luas Tanah 180m2SHMLuas bangunan 600m2Jalan depan rumah 10meterKontruksi tiang pancangBesi WF full 4 lantaigarasi masuk 4 mobil Carport masuk 2 mobil4 lantai Kamar tidur 5Kamar tidur asisten 2Kamar mandi 5Kamar mandi asisten 2Ruang cafe 1Kantor 1Toilet 1Gudang besar 1Gudang kecil 2Full interiorSofa 4setMatras full King KoilListrik 11.000wTelepon 1 lineInternet 2 providerTenaga surya integrasi dengan PLN 5500w (bayar listrik murah)Ada atap sky light Alat elektronik semua fungsi normalAc 12 unit Pamlg",KELAPA GADING TIMUR,KELAPA GADING,JAKARTA UTARA,5,5,600,180,0,1,0,9500000000
Rumah murah daerah jakarta utara,https://www.lamudi.co.id/jual/jakarta/jakarta-utara/rumah-murah-daerah-jakarta-utara-169062305423/,"Kelapa Gading, Jakarta Utara","Dijual rumah minimalis siap huni di kelapa nias, kelapa gading jakarta utaraHarga 4 m / negoLuas tanah 8x15 120mLuas bangunan 176mKamar tidur 4+1Kamar mandi 3+1 2 ½ lantaiListrik token 5500wHadap selatanSHMBangunan baru 2019Garasi muat 3 mobilAkses 2 mobil+1 motorLantai 1 : ruang tamu, ruang keluarga, ruang makan, 1 kamar tidur, 1 kamar mandi, dapur.Lantai 2a : 1 kamar tidur utama uk 5x7, 2 kamar tidur anak uk 3,5x4, 2 kamar mandi.Lantai 2b : tempat jemuran, kamar pembantu, kamar mandi pembantu.Dak : tempat naro outdoor 6ac, toren, jalan untuk cek genteng.ceiling plafon tinggi 3,5 meter sirkulasi udara jadi dingin dan sejuk.Lg",PEGANGSAAN DUA,KELAPA GADING,JAKARTA UTARA,5,4,176,120,0,1,0,4000000000
