title,link,address,description,village,subdistrict,city,bedrooms,bathrooms,building_size,land_size,car_spaces,floors_total,maidrooms,price
Rumah Dekat Kawasan SCBD Jakarta,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-dekat-kawasan-scbd-jakarta-16994339846/,"Kebayoran Baru, Jakarta Selatan","Rumah Dekat Kawasan SCBD Jakarta - Cocok untuk Kost-kosan karyawan karena dekat ke lokasi perkantoran mewah SCBD Sudirman, Supermarket Korea dan Kuliner Blok S - Selangkah ke kawasan SCBD - Selangkah ke Studio Trans TV",RAWA BARAT,KEBAYORAN BARU,JAKARTA SELATAN,12,10,400,209,0,1,0,17000000000
Ampera Jln Kenanga Jakarta selatam,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/ampera-jln-kenanga-jakarta-selatam-172186645892/,"Ampera, Jakarta Selatan",jalan Kenanga Ampera jakarta selatan Lt 632 Lb 500 Lantai atas Kt 3 Km 3 Ruang keluarga Lantai bawah Kt 1+3 Km 1+1 Taman depan Taman belakang Taman samping kiri kanan Pool Carport 2 mbl Garasi 2 mbl SHM.,CILANDAK TIMUR,PASAR MINGGU,JAKARTA SELATAN,5,5,500,635,0,1,0,16000000000
Rumah Baru Tebet Jakarta Selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-baru-tebet-jakarta-selatan-172190387862/,"Tebet, Jakarta Selatan","Rumah 2 lantai dalam lingkungan yang nyaman di tebet jakarta selatan.Dekat pintu tol tebet MT Haryono, stasiun tebet, swalayan, sekolah, pasar tebet dan perkantoran.",BUKIT DURI,TEBET,JAKARTA SELATAN,4,4,120,78,0,1,0,2500000000
DIJUAL RUMAH JAKARTA SELATAN GUNTUR,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/jual-cepat-rumah-2-lantai-di-jl-guntur-jakarta-sel-167619836985/,"SetiaBudi, Jakarta Selatan","Dijual Cepat : Rumah 2 Lantai di jalan Guntur, Jakarta Selatan (rumah kontrakan kos-kosan)  Luas Tanah : 255m Luas Bangunan : 280m 8KT + 3KM Listrik : 2200 watt Sertifikat : SHM Parkir/carpot : 2 mobil",PASAR MANGGIS,SETIA BUDI,JAKARTA SELATAN,8,3,280,255,2,1,0,5000000000
Rumah murah daerah jakarta selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-murah-daerah-jakarta-selatan-169062299011/,"Cilandak, Jakarta Selatan","Dijual rumah di lebak bulus Jakarta SelatanHarga (Nego / Nett) : 2,8 M NEGOLegalitas : SHMLuas Tanah : 104Luas Bangunan : 160Jumlah Tingkat / Lantai : 1Kamar Tidur : 3+1Kamar Mandi : 1+1Listrik : 2.200View / Hadap : UTARAGarasi / Carport : 2Fasilitas Lain : JETPUMP, AC, DLLary",LEBAK BULUS,CILANDAK,JAKARTA SELATAN,4,2,160,103,0,1,0,2800000000
Rumah murah daerah jakarta selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-murah-daerah-jakarta-selatan-169062311189/,"Cilandak, Jakarta Selatan","Dijual rumah di Lebak Bulus, Cilandak Jakarta SelatanLuas tanah 350 m²Luas bangunan 190 m²3 kamar tidur utama + 1 kamar tidur pembantu1 kamar tidur supir2 + 1 kamar mandiCarport 3 mobil SHMListrik 2.200 wattPAM & Sumur Hadap timurHarga 4.8M nego",LEBAK BULUS,CILANDAK,JAKARTA SELATAN,4,3,190,350,0,1,0,4800000000
Rumah panglima polim jakarta selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-panglima-polim-jakarta-selatan-170549171486/,"Panglima Polim, Jakarta Selatan","Dijual Rumah Siap Huni Panglima Polim 7 Kebayoran Baru Jakarta Selatan Rumah Secondary layak huni lokasi strategis dekat Sudirman, SCBD, Senayan, Blok M Luas tanah 300m² Luas bangunan 295m² 3+1 Kamar tidur 4+1 Kamar mandi Legalitas SHM IMB Ruang tamu 1 Ruang makan 1 Ruang keluarga 1 1 1/2 lantai Listrik 6600 Garasi 2 mobil Carpot 1 mobil Lokasi tenang View utara Semi Furnish Ka:Sof Harga 17 Mily Nego by Owner More detail: Jasmana jasmana jasmanaproperty.",MELAWAI,KEBAYORAN BARU,JAKARTA SELATAN,4,5,295,300,0,1,0,17000000000
Jual Rumah di jakarta selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/jual-rumah-di-jakarta-selatan-170799477017/,"Kemang, Jakarta Selatan","Kemang .Jakarta selatan Rumah Mewah Strategis Area Kemang JL.Kemamg selatan Raya 2 Lantai Lt 750 m² Lb 500 m² Kamar Tidur 4 (plus kamar mandi) kamar pembantu Swimming Pool Taman Depan Taman Belakang Carport 2 mobil Garasi 2 mobil PLN 26.000 Volt Lokasi Strategis Dekat dengan ; Lippo Mall Kemang Pejaten Mall Kemang Raya TB Simatupang (perkantoran) SHM, IMB & PBB Harga 25 M.",BANGKA,MAMPANG PRAPATAN,JAKARTA SELATAN,4,4,500,750,0,1,0,25000000000
Rumah Lokasi Strategis Jakarta Selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-lokasi-strategis-jakarta-selatan-170990388561/,"Tebet, Jakarta Selatan","Rumah dijual di Tebet Jakarta Selatan : Spesifikasi : LT : 145 m2 LB : 100m2 KT : 4 KM : 2 Lantai : 1, (atas jemuran) Carport : 2 mobil Listrik : 2200 Sertifikat : SHM Air : pompa air tanah AC : 1 unit Hadap : Utara Jalan depan rumah bisa diakses 1 mobil saja.Dekat ke pasar Tebet Barat, ke tugu pancoran, ke tol Jl MT Haryono.Info Lengkap Hubungi by WA.",BUKIT DURI,TEBET,JAKARTA SELATAN,4,2,100,145,0,1,0,2750000000
"Dijual Rumah, Di Jakarta Selatan",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-rumah-di-jakarta-selatan-169572664657/,"Cipete, Jakarta Selatan","(21APPS1785/HJ SN)  Dijual Rumah, Di Jakarta Selatan ,  LT: 263 Meter,  LB: 200 Meter,  Lantai: 2,  Listrik:3200 Watt,  Kamar Tidur: 3,  Kamar Tidur Pembantu: 1,  Kamar Mandi: 3,  Kamar Mandi Pembantu: 1,  Garasi: 1,  Carport: 2,  Sumber Air: Sumur Air,  Sertifikat: SHM,  Harga:",CIPETE UTARA,KEBAYORAN BARU,JAKARTA SELATAN,3,3,200,263,2,1,0,6800000000
RUMAH KEMANG JAKARTA SELATAN LUAS,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-kemang-jakarta-selatan-luas-171677303092/,"Kemang, Jakarta Selatan","Dijual Murah & Cepat Rumah di Kemang Jakarta Selatan Hitung Harga Tanah Jl.Kemang Timur Lt / Lb.535 M2 / 250 m2, SHM, 3+1 Kt, 3+1 Km, R.Tamu, R.Kel, Dapur Besih + Kotor, Taman, Garasi & Carport.Lokasi Dekat Ke Jalan Utaman / Raya Kemang Timur, Note : Harga Jual 16.8 Jt/ m2, Nego ( Njop 17 jt / m2 ).",BANGKA,MAMPANG PRAPATAN,JAKARTA SELATAN,4,4,250,535,0,1,0,8988000000
Rumah kebayoran baru jakarta selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-kebayoran-baru-jakarta-selatan-17187181438/,"Kebayoran Baru, Jakarta Selatan","Dijual Rumah dengan lokasi strategis daerah Senopati .Kebayoran Baru, Jakarta Selatan.Akses tercepat untuk menuju kawasan bisnis: SCBD, Jl Gatot Subroto, Jl.Sudirman, dan Jl.Kapt.Tendean.Alamat: Jl Tulodong Bawah II RT 002/RW 001 Kebayoran Baru Jakarta Selatan 12190 .Luas Tanah : 410 m2 .Luas Bangunan : 390 m2 .Kepemilikan Sertifikat Hak Milik (SHM) .Dimensi Bangunan dengan 1 tingkat .Km Tidur: 4 (Lt Atas) dan 1 (Lt Bwh) .Km Mandi: 3 (Lt Atas) dan 2 (Lt Bwh) .Kebun Depan & Belakang .Musholla .Kolam Ikan .Posisi Hook .Garasi untuk 3 Mobil .Listrik 3300 W.",CIPETE UTARA,KEBAYORAN BARU,JAKARTA SELATAN,5,3,390,410,0,1,0,30000000000
Rumah Teladan Cipete Jakarta Selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-teladan-cipete-jakarta-selatan-169693238019/,"Cipete, Jakarta Selatan","Dijual Rumah Teladan Cipete Jakarta Selatan  - Hadap Utara Timur - Ada kolam renang - Ada mini playground - Carport 2 - Garasi 2 - Rumah yang asri  Untuk informasi lebih lanjut, hubungi: Wilson:  Follow Instagram: wilsonmd_agenproperti",CIPETE UTARA,KEBAYORAN BARU,JAKARTA SELATAN,5,4,432,658,4,1,0,15000000000
Rumah Mewah Cipete Jakarta Selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-mewah-cipete-jakarta-selatan-171793050473/,"Cilandak, Jakarta Selatan","Rumah Mewah Di Jual Di Cipete Dharmawangsa Jakarta Selatan.Lt. 390 meter Lb. 600 meter Kt. 4Km. 3Lantai 3 Fas. Garasi, Carport, Ac, Garden, Water Heater, Fire Extenguisher, Oven, PAM, Telepon, Swimming Pool, Gordyn.SHM, Harga 8,5 Milyar",CIPETE SELATAN,CILANDAK,JAKARTA SELATAN,4,3,600,390,0,3,0,8500000000
RUMAH DIJUAL DI JAKARTA SELATAN,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-dijual-di-jakarta-selatan-170729680780/,"Tebet, Jakarta Selatan","RUMAH DIJUAL DI JAKARTA SELATAN   Jl. Tebet Dalam , Jakarta Selatan  Luas Tanah : 153 Luas Bangunan : 185 Jumlah Lantai : 2 Kamar Tidur : 5 + 1 Kamar Mandi : 4 + 1 Ruang Kerja : 1 Dapur : 1 Dapur Bersih dan 1 Dapur Kotor Tahun Di Bangun : Beli thn 2002, renovasi bertahap terakhir thn 2015  Hadap Mana : Utara Daya Listrik : 3.500W Carport : 1 Garasi : 0  Sertifikat : SHM a/n. Penjual.   Kitchen set Dapur Bersih, Canopy, 1 Teras Besar Bawah, 1 Taman Luar,  1 Taman Dalam, 1 Teras Besar Atas, 1 Teras Kecil Atas, 4 AC 1 Water Heater Kondisi Unit : 97%  Harga 3,5 M (Nego) Jequaline (Remax Fast)",TEBET BARAT,TEBET,JAKARTA SELATAN,6,5,185,153,1,1,0,3500000000
Rumah Cilandak di Jakarta Selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-cilandak-di-jakarta-selatan-170531599956/,"Cilandak, Jakarta Selatan","FOR SALE Rumah di Cilandak, Jakarta Selatan  Luas Tanah 670 m²  Luas Bangunan 660 m²  Kamar Tidur 5 Kamar Mandi 5 KT Pembantu 3 KM Pembantu 1 Kolam Renang Taman Garasi 2 Carport 2 Listrik 33.000 watt  Unfurnished Sertifikat SHM  Hubungi kami untuk informasi lebih lanjut.",CILANDAK BARAT,CILANDAK,JAKARTA SELATAN,5,5,660,670,4,1,3,18000000000
DIJUAL RUMAH CILANDAK JAKARTA SELATAN,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-rumah-cilandak-jakarta-selatan-17116982367/,"Cilandak, Jakarta Selatan","DIJUAL RUMAH CILANDAK JAKARTA SELATAN  Luas Tanah : 245 m² Luas Bangunan: 231 m²  Kamar Tidur 4 Kamar Mandi 5  Private Swimming Pool  Dry wet Kitchen Set  Semi Furnish  Garasi 2 Mobil Carpot 1 Mobil  Harga 12,3 M (Nego)  More Info: Firly Call / Wa:  Atau",CILANDAK BARAT,CILANDAK,JAKARTA SELATAN,4,5,231,245,0,1,0,12300000000
DIJUAL RUMAH JAKARTA SELATAN CIPETE,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-rumah-jakarta-selatan-cipete-170122947354/,"Cipete, Jakarta Selatan","Dijual Cepat : Rumah di Gaharu 2, Cipete, Jakarta Selatan.  Luas Tanah : 915 m (38 x 24) Luas Bangunan : 400 m Kamar Tidur : 5 Kamar Mandi : 2 Ruang keluarga / tamu Dapur Kamar pembantu 2 + kamar mandi Kolam Renang Garasi : 3 mobil  Harga : 20 M (Nego Sampai Deal)",CIPETE UTARA,KEBAYORAN BARU,JAKARTA SELATAN,5,2,400,915,3,1,0,20000000000
DIJUAL RUMAH CIPETE JAKARTA SELATAN,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-rumah-cipete-jakarta-selatan-171988723193/,"Cipete, Jakarta Selatan","DIJUAL RUMAH CIPETE JAKARTA SELATAN  DETAIL SPEK:  LT 450 m2 | LB 550 m2  KT: 5 | KM: 4 KP: 2 | KMP 1  STUDY ROOM 1 RUANG TAMU RUANG KELUARGA DAPUR KOTOR DAPUR BERSIH LANTAI : 2 LISTRIK : 23,000w HADAP : UTARA CARPORT 2 GARASI 2 KOLAM RENANG SHM IMB PBB KA:AK  HARGA 22.5 MILYAR  More detail: Tahya Thay Property",CILANDAK BARAT,CILANDAK,JAKARTA SELATAN,5,4,550,450,4,2,2,22500000000
Rumah mewah DiCilandak Jakarta Selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-mewah-dicilandak-jakarta-selatan-171801833462/,"Cilandak, Jakarta Selatan",DI JUAL CEPAT RUMAH DI ANTASARI BELAKANG CITOS JAKARTA SELATAN   Luas Tanah 160 meter Luas Bangunan 180 Meter Kamar Tidur 4+1 pembantu Kamar Mandi 3+1 pembantu Master bedrom adanya di atas Listrin 4.400 Rumah hadap timur Surat SHM betuk tanah kotak Garasi muat 1 mobil Karpot muat 2 mobil Ada Taman Harga 4.5 M nego   Kode( samsudin),CIPETE UTARA,KEBAYORAN BARU,JAKARTA SELATAN,4,3,180,160,3,2,1,4500000000
CLUSTER MURAH DI JAKARTA SELATAN,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/cluster-murah-di-jakarta-selatan-16993116168/,"Pondok Indah, Jakarta Selatan","Kini saatnya untuk memiliki rumah mewah Anda sendiri di Jakarta Selatan. Royal Nuri Residence menawarkan rumah 3 lantai dengan harga mulai dari 3 miliaran, plus free BPHTB, free AJB, free BN, dan cicilan 0%. Ayo, wujudkan impian Anda  Lokasi sangat strategis, hanya 5 menit dari gerbang Tol. Private dan exclusive hanya 19 Unit tersedia. Aman dan bebas banjir, berada di dalam kompleks Jerman.  - Sertipikat sudah pecah.  - Bisa KPR semua bank  - DP minimal hanya 10%  - Bisa custom layout (khusus unit progress bangun).  - Serah terima lebih cepat",PONDOK PINANG,KEBAYORAN LAMA,JAKARTA SELATAN,4,3,250,80,3,1,0,3700000000
TOWNHOUSE MURAH DI JAKARTA SELATAN,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/townhouse-murah-di-jakarta-selatan-16987403628/,"Gandaria, Jakarta Selatan","Royal Nuri Residance merupakan Townhouse yang terletak di Jakarta Selatan, Menghadirkan dengan konsep Europe Classic Sehingga akan merasakan kehadiran di Europe tepat berada di dalam Kompleks Jerman.  Miliki segera hunian impian anda dan keluarga anda tercinta kesempatan yang terbaik sedang menanti anda.  Lokasi sangat Prestisius.  - Hanya 10 menit ke PIM - Hanya 13 menit ke Gandaria City - 15 menit ke Senayan - Selangkah menuju Gerbang tol - Di jamin Bebas Banjir - Private dan Exclusive - Swimming Pool Private - Berlokasi di Kompleks Jerman  Legalitas Clear and Clear - Sertifikat sudah splitting - IMB - Dp Suka Suka - Bisa KPR Semua Bank - Bisa Custome Layout ( Khusus Unit Progress ) - Proses Cepat ( Sat set ) - Serah Terima Lebih Cepat ( SatSet )  Yuuuksssegera buktikan dan kunjungi lokasi kami sebelum kehabisan Stockkk terbatass.",PONDOK PINANG,KEBAYORAN LAMA,JAKARTA SELATAN,4,4,288,80,3,1,0,3100000000
RUMAH MURAH ANTASARI JAKARTA SELATAN,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-murah-antasari-jakarta-selatan-169214225331/,"Antasari, Jakarta Selatan","FOR SALE Rumah Pangeran Antasari, Jakarta Selatan  Luas Tanah 216m2 Sertipikat Hak Milik (SHM) tidak dijaminkan Luas Bangunan 375 m2, sesuai IMB Jumlah lantai 2,5 (mezzanine), izin sampai 8 lantai Garasi 2 mobil + 1 mobil di carport 3 Kamar Tidur + 1 Kamar pembantu 3 Kamar Mandi + 1 Kamar mandi pembantu Security 24 jam Granite Kitchen with Italian stove (like new) and industrial grade exhaust. Indoor mosaic pool 9,4m x 4,2m with spacious wooden deck (Bengkirai) Airy and bright with high ceilings. 7 non-electric fans and bespoke aluminum ventilation grills Child, elder, and pet friendly, lockable aluminum windows, wooden handrails (Jati) and double tempered-glass. Italian marble floor and wall. Italian travertine façade (both from Magran). 5 AC units. UTP cable installed for smart home Energy saving LED lights  7700 watt electricity  Hub : Batara ( LJ Hooker Sawangan / Properti Consultan )",GUNUNG,KEBAYORAN BARU,JAKARTA SELATAN,3,3,375,216,2,2,1,7150000000
Rumah mewah terbaru selatan jakarta,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-mewah-terbaru-selatan-jakarta-171074555552/,"Ampera, Jakarta Selatan",Rumah mewah terbaru lokasi depok harga mulai 3.8M yuk segera cek unitnya langsung info lengkapnya bisa klik tombol wa.,CIPULIR,KEBAYORAN LAMA,JAKARTA SELATAN,4,4,208,144,0,1,0,3900000000
Rumah dijual di Jakarta Selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-dijual-di-jakarta-selatan-169641661532/,"Kebayoran Lama, Jakarta Selatan","Rumah 2 lantai , Lantai marmer, masuk 6 mobil , bonus : 2 unit kitchenset , 7 unit AC.",CIPULIR,KEBAYORAN LAMA,JAKARTA SELATAN,6,6,650,850,6,2,0,12000000000
Rumah Pondok Labu Jakarta Selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-pondok-labu-jakarta-selatan-17179304986/,"Cilandak, Jakarta Selatan","Rumah di Pondok Labu Jaksel dibawah harga PasaranJual Cepat BU BANGETLuas Tanah 79mtrLuas Bangunan 160mtrBangunan 2 1/2 lantai,Surat SHM on hand.Lokasi Pondok Labu Jaksel.4 KT 2 KMListrik 1300 WattAir Sumur Bor sangat jernih (bisa utk minum)Bebas BanjirAkses : 1 menit udh sampe pintu tol andara,5 mnt ke pintu tol cilandak.5 menit ke pintu tol Fatmawati2 menit ke pasar Pondok Labu5 menit sampai Mall OneBellpark5 menit sampai Mall Transmart Cilandak5 menit sampai Mall Cinere5 menit sampai Mall Cinere Belleview7 menit sampai Mall Citos (Cilandak Town Square)3 menit sampai RS Prikasih5 menit sampai RS Fatmawati5 menit sampai RS Marinir Cilandak3 menit sampai sekolah Al Azhar3 menit sampai sekolah Al Jabr5 menit sampai sekolah High Scope3 menit sampai Univ UPN20 menit sampai Universitas Indonesia20 menit sampai Universitas Pancasila15 menit sampai Universitas BinusHarga pasaran 1,5 - 2 M, Jual BU BANGET HANYA 1,2M saja",PONDOK LABU,CILANDAK,JAKARTA SELATAN,4,2,160,79,0,2,0,1200000000
Rumah Hang Tuah Jakarta Selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-hang-tuah-jakarta-selatan-172114375957/,"Kebayoran Baru, Jakarta Selatan",Segera.LELANG TANAH BANGUNANCash Only Aset Kredit Macet.JL. HLuas Tanah : 836 m2 Sertifikat SHM- Lokasi Strategis- Murah Menguntungkan- Valid kalah lelang uang kembali 100%- Biaya Paket include- Biaya Balik Nama- Pengosongan UnitHarga : Milyar,GUNUNG,KEBAYORAN BARU,JAKARTA SELATAN,5,5,1000,687,0,1,0,42562200000
FOR SALE KEMANG - JAKARTA SELATAN,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/for-sale-kemang-jakarta-selatan-169693433886/,"Kemang, Jakarta Selatan","BRAND NEW TOWNHOUSE KEMANG  Lokasi strategis Lingkungan nyaman,aman Bebas banjir Dekat ke supermarket Hero Dekat ke New Zealand School, Montessory School, Australian School  Details : Luas Tanah: 173 - 219m² Luas Bangunan: 455 m² Bangunan 2 lantai + semi basement 5 Kamar Tidur 5 Kamar Mandi 2 Kamar Tidur Pembantu 1 Kamar Mandi Pembantu Garasi: 1 mobil + motor Carport: 1 mobil Dry Wet Kitchen  Harga start 10,7M-Nego  info viewing : JEANY    (No.HS00162.22)",BANGKA,MAMPANG PRAPATAN,JAKARTA SELATAN,5,5,455,219,2,1,0,10700000000
DIJUAL RUMAH TEBET JAKARTA SELATAN,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-rumah-tebet-jakarta-selatan-171515821570/,"Tebet, Jakarta Selatan",Lt 103  Lb 220  Kt di atas 3+1  Bawah 1+ km    Km 1 bawah  1 atas +tmpt cuci    List 4500  Air zet pam  Garasi 1 mobil      Shm imb  Hrg 3.5M nego,BUKIT DURI,TEBET,JAKARTA SELATAN,3,1,200,103,0,1,0,3500000000
RUMAH TERAWAT AMPERA KEMANG JAKARTA,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-terawat-ampera-kemang-jakarta-171923457183/,"Ampera, Jakarta Selatan",1062.AMPERA .KEMANG 21 M [FOR SALE] RUMAH TERAWATBAIK AMPERA KEMANGJAKARTASELATAN Lokasi Strategis Dekat Toll TB Simatupang Jalan lebar Akses mudah Bebas Banjir Bangunan 2 Lantai Luas Tanah 910 m² Luas Bangunan 550 m² Kamar Tidur 5 + 2 Kamar Mandi 5 + 1 Ruang Tamu Ruang Keluarga Dapur bersih dan kotor Garasi 2 Mobil Carport 4 Mobil Kolam renang Taman depan Taman belakang Teras belakang SHM Harga 21 M.,BANGKA,MAMPANG PRAPATAN,JAKARTA SELATAN,7,6,550,910,0,1,0,21000000000
Rumah Mewah Dharmawangsa Jakarta Selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-mewah-dharmawangsa-jakarta-selatan-171988570775/,"Kebayoran Baru, Jakarta Selatan","KEBAYORAN BARU - [FOR SALE]: LOKASI SANGAT STRATEGIS PINGGIR JALAN UTAMA, TANAH LUAS, BANGUNAN 2 LANTAI.  KONDISI RUMAH:  Single House  Jenis Bangunan: Secondary  UNFURNISHED  FASILITAS RUMAH:  Halaman: Depan, Belakang  Ruang Tamu  Entertainment Room   Ruang Keluarga  Big Kitchen  Ruang Kerja / Library  SPESIFIKASI UNIT:  LT: 500 m² | LB: 450 m² KT: 4 | KM: 4 KP: 2 | KMP: 1 Bangunan: 2 Lantai Garasi: 2 Carport: 4 Hadap: Utara SERTIFIKAT: SHM  PRICE: 32 M (nego)  More info: Firly Property Call / Wa:",CIPETE UTARA,KEBAYORAN BARU,JAKARTA SELATAN,4,4,450,500,0,1,0,32000000000
Rumah Permata Hijau Jakarta Selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-permata-hijau-jakarta-selatan-172113871495/,"Kebayoran Lama, Jakarta Selatan",Segera.LELANG TANAH BANGUNANCash Only Aset Kredit Macet.JL. Permata berlian kebayoran lamaLuas Tanah : 836 m2 Sertifikat SHM- Lokasi Strategis- Murah Menguntungkan- Valid kalah lelang uang kembali 100%- Biaya Paket include- Biaya Balik Nama- Pengosongan UnitHarga : MilyarContact Us :DS00713724,GROGOL UTARA,KEBAYORAN LAMA,JAKARTA SELATAN,4,5,1200,836,0,1,0,45500000000
Rumah Mewah Cipete Jakarta Selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-mewah-cipete-jakarta-selatan-171764715550/,"Cilandak, Jakarta Selatan","Dijual jln Tumaritis Dlm cluster.Area Cilandak.Dekat Stasiun MRT cipete.( desart) Luas 240/350 2,5 lt 3+1 KT 3+1 KM Halaman belakang 2 dapur 1 garasi 2 carport Harga 7,9M nego.",CIPETE SELATAN,CILANDAK,JAKARTA SELATAN,4,4,350,240,0,1,0,7900000000
"Rumah daerah cipete, jakarta selatan",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-daerah-cipete-jakarta-selatan-169966694847/,"Cipete, Jakarta Selatan",.SHM .ada 1 pavilion .Swimming Pool + Saung .Listrik 16.000 Watt .Bentuk tanah 'Ngantong' .Rumah Gebyok .Fully furnished .Dijual lengkap dgn furniturenya (kayu jati ) .ada kolam renang.,CIPETE UTARA,KEBAYORAN BARU,JAKARTA SELATAN,4,4,400,718,0,1,0,23000000000
Rumah Pondok Indah Jakarta Selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-pondok-indah-jakarta-selatan-169894171883/,"Pondok Indah, Jakarta Selatan",Pondok indah Jaks  Luas tanah 765 m² Luas bangunan 900 m² 4 kmr tidur 4 kmr mandi 2 kmr pbt 1 kmr mandi pbt Dapu kotor n dapur bersih  Hadap barat Listrik 20.000 watt Garasi 2 Carport 2  Harga 30 M,PONDOK PINANG,KEBAYORAN LAMA,JAKARTA SELATAN,4,4,900,765,0,1,0,30000000000
"Rumah di Tebet, Jakarta Selatan",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-di-tebet-jakarta-selatan-17211871260/,"Tebet, Jakarta Selatan","Di jual rumah tebet tepi jalan raya. Lt : 352 (15x24)m2 Lb:210 m2 Shm Hadap barat 4+1 KT 2+1 KM Listrik 5500 Carport muat 3 Harga jual: 12,5 milyar Bs dm: Zaerich Aokp",BUKIT DURI,TEBET,JAKARTA SELATAN,4,2,210,352,0,1,1,12500000000
Dijual rumah Ditebet Jakarta Selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-rumah-ditebet-jakarta-selatan-17212764265/,"Tebet, Jakarta Selatan","LT : 239 m² LB : 200 m² Lantai : 5 lantai KT : 5 KM : 2 Carpot : 1 Garasi : 2 Mobil Listrik : 4,400 kwh Sertifikat : SHM Harga : 8 M.",BUKIT DURI,TEBET,JAKARTA SELATAN,5,2,200,239,0,1,0,8000000000
Rumah di kemang jakarta selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-di-kemang-jakarta-selatan-171145008660/,"Kemang, Jakarta Selatan",KOLAM RENANG.Code : 231621-BRKG00116.,BANGKA,MAMPANG PRAPATAN,JAKARTA SELATAN,4,4,570,720,0,1,0,20000000000
Rumah + kantor tebet jakarta Selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-kantor-tebet-jakarta-selatan-171615979612/,"Tebet, Jakarta Selatan","dijual rumah tinggal bisa juga buat kantor,bangunan oke layak huni Akses jalan Luas tidak pernah samasekali banjir aman SHM&IMB bisa kpr.",BUKIT DURI,TEBET,JAKARTA SELATAN,4,4,250,197,0,1,0,2800000000
cipete jakarta selatan dengan pool,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/cipete-jakarta-selatan-dengan-pool-168204532886/,"Cilandak, Jakarta Selatan",rumah luas harga dibawah pasar,CILANDAK BARAT,CILANDAK,JAKARTA SELATAN,7,6,600,899,0,1,0,26500000000
Rumah Lokasi Cipete Jakarta Selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-lokasi-cipete-jakarta-selatan-171551473848/,"Cipete, Jakarta Selatan",Dijual Rumah tua Luas tanah 242 m² Lebar 10.5 m panjang 24 m2 Lokasi jl cipete Dekat MRT Cipete jaksel Harga 7 m nego Kontak informasi bisa hubungi melalui whatsapp:,CIPETE SELATAN,CILANDAK,JAKARTA SELATAN,3,3,200,242,0,1,0,7000000000
