title,link,address,price,description,bedrooms,bathrooms,building_size,land_size,car_spaces,floors_total,maidrooms
Rumah murah di Pondok indah Jakarta selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-murah-di-pondok-indah-jakarta-selatan-171128912366/,"Pondok Indah, Jakarta Selatan",15000000000,"Dijual rumah mewah murah di Pondok Indah di Jakarta Selatan, ke mall Pondok Indah tinggal jalan kaki, dekat dengan supermarket dengan sekolahan,lokasi bersih dan asri, 5 menit ke rumah sakit Pondok Indah , Ke halte Bus Way tinggal jalan kaki ,10 menit ke pintu tol Pondok Indah,langsung ke tol Tb Simatupang Jakarta Selatan ,dan mudah arah ke rumah Sakit Suyoto Viteran - terus keluar masuk pintul Viteran Jakarta Selatan menuju Bandara Sukarno Hatta,ke Blok M Plaza , kantor Kejaksaan Agung , SMA Negeri 6 Jakarta Selatan, SMA Negeri 70 Bulungan Jakarta Selatan (list SN )",6,4,392,335,2,1,0
"Dijual Rumah Siap Huni di Jakarta Garden City, Cakung, Jakarta Timur",https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-siap-huni-di-jakarta-garden-city-caku-171858924444/,"Cakung, Jakarta Timur",3100000000,"Dijual Rumah Siap Huni di Jakarta Garden City, Cakung, Jakarta Timur  Spec : LT : 98 m2 (7x14) LB : 98 m2 KT : 3 KM : 3 +1 Carport : 2 Lantai : 2 1/2 Air : PAM Listrik : 3.300 Watt Sertifikat : PPJB  +Bebas dari Banjir +One Gate Security Sistem +Row jalan lewat 2 mobil lega  Harga : 3,3M (Nego) turun jadi 3,1M (Nego)  syt.m  Hubungi (Call/WhatsApp) : Joe Tan  Note : Terima Jual - Beli - Sewa Properti (Rumah, Ruko, Apartemen, Gudang, Tanah/Kavling, Gedung, Hotel, dll). Kami Siap Melayani Anda  Kepuasan Anda adalah Prioritas Kami",3,3,98,98,2,2,0
best price rumah 98m cluster sentarum JGC jakarta jakarta garden city,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/best-price-rumah-98m-cluster-sentarum-jgc-jakarta-172016889311/,"Cakung, Jakarta Timur",2450000000,"best price rumah ready 2,5lantai 7x14 98m cluster sentarum JGC jakarta garden city bangunan 2,5lantai luas tanah: 98m dimensi: 7x14 bangunan 115m 3+1 kamar tidur 4+1 kamar mandi kondisi semi furnished (ac di tiap ruangan) hadap: utara carport: 2 mobil listrik: 3500w fasilitas cluster swimming pool, taman, bbq area, children playground, basketball court  harga jual 2,45M best price bisa KPR kami bantu sisa 1 unit!1  more info: Natasya RE/MAX Premier JGC Specialist area ASYA JGC jakarta garden city Dapatkan harga n unit terbaik bersama kami",3,4,115,98,2,1,0
Dijual Rumah Cantik dan Mewah Jakarta Garden City Cakung Jakarta Timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-cantik-dan-mewah-jakarta-garden-city-172162388787/,"Cakung, Jakarta Timur",5300000000,Cluster terdepan DIJUAL Rumah Cantik dan Mewah Jakarta Garden City Jakarta Timur.  Posisi Hook  View jalan utama dan pohon2 rindang  ada joging track samping rumah  Luas Tanah 286 m Kamar Tidur 4+1 (bisa ditambah) Kamar Mandi 4  Carport 2 Listrik 3500 watt Sistem keamanan 1 Gate Jalanan depan rumah lebar  Cluster yang terdekat dengan Club House Cluster yg terdekat dengan Mall AEON dan IKEA SHM  Buka harga 5.3 M   JjoOEM2JGC,5,4,286,286,0,1,0
DIJUAL RUMAH 2 LANTAI DI CLUSTER SHINANO JAKARTA GARDEN CITY JAKARTA T,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-2-lantai-di-cluster-shinano-jakarta-g-172035246194/,"Cakung Timur, Jakarta Timur",1750000000,"DIJUAL RUMAH 2 LANTAI DI CLUSTER SHINANO JAKARTA GARDEN CITY JAKARTA TIMUR    Luas Tanah : 90m2 Luas Bangunan : 63m2 Bangunan 2 lantai mezanine Rumah standard, belakang masih terbuka Kamar Tidur 3+1 Kamar mandi : 2+1 Carport Listrik 2200w PAM SHGB,IMB,PBB   Harga 1,75m   wln",3,3,63,90,1,1,0
"Dijual Rumah 2 Lantai di Jakarta Garden City La Seine, Jakarta Timur",https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-2-lantai-di-jakarta-garden-city-la-se-172014703693/,"Cakung, Jakarta Timur",2100000000,"DIJUAL RUMAH JAKARTA GARDEN CITY La Seine,JAKARTA TIMUR, 2 Lantai  Sudah Renov Lt : 90 ( 6x15) LB.120 Kt.2+1 Km.3+1 Listrik 5500watt Pam Toren 2 3 AC  Semi furnished Wardrobe dan cabinet TV, kitchen set Full furnished  Hadap utara SHM on hand  Harga : 2.1 M nego  M3LEN M1",3,4,120,120,1,1,0
"Dijual Rumah di cluster shinano, Jakarta garden city, Jakarta Timur  L",https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-di-cluster-shinano-jakarta-garden-cit-17211845240/,"Cakung, Jakarta Timur",2850000000,"Dijual Rumah di cluster shinano, Jakarta garden city, Jakarta Timur  LT 130 m2 LB 200 m2  KT 3 KM 2  Storage room 1 Study room/ office  Listrik 2200 Hadap Barat PPJB  Full furnished  Harga 2.85 M nepis  he-ny-m¹",3,2,200,130,2,1,0
"Rumah Siap Huni di South Thames Jakarta Garden City, Jakarta Timur",https://www.lamudi.co.id/jual/jakarta/jakarta-timur/rumah-siap-huni-di-south-thames-jakarta-garden-cit-172170660066/,"Cakung, Jakarta Timur",1700000000,"Dijual Rumah Siap Huni di South Thames Jakarta Garden City, Jakarta TimurSpec :LT : 90 m² (6x15)LB : 75 m²KT : 3 + 1 KM : 2 + 1Lantai : 2Carport : 1Air : PAMListrik : 2.200 WattHadap : SelatanSertifikat : SHM+Belakang sudah ada Canopi dan sdh di ploor+Bebas dari BanjirHarga  : 1,7M (Nego)selvy.m2Hubungi MR Realty Christine Sie-MRB.",4,3,75,90,0,1,0
Dijual Cepat Rumah Bagus 2 Lantai di Jakarta Garden City Jakarta Timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-cepat-rumah-bagus-2-lantai-di-jakarta-garde-171384085365/,"Cakung, Jakarta Timur",1800000000,"Dijual Cepat Rumah Bagus 2 Lantai di Jakarta Garden City Jakarta Timur  Luas Tanah 6x15 : 90m2 Kamar Tidur 3+1 Kamar Mandi 3 Listrik 2,200 Watt Hadap Utara  Saat ini masih AJB, tapi sudah siap untuk SHM  Posisi rumah masih tersewa sampai bulan Maret 2025   Harga Jual 1,8M Nego  SSn Y",4,3,90,90,1,1,0
RUMAH MEWAH DI KEBAGUSAN JAKARTA SELATAN,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-mewah-di-kebagusan-jakarta-selatan-171573711656/,"Kebagusan, Jakarta Selatan",2750000000,"Kebagusan Jakarta selatan property Hunian mewah Di Jakarta Selatan Lokasi strategis JAGAKARSA, JAKARTA SELATAN Luas tanah 100 m² Luas bangunan 240 m² K.Tidur 3 + 1 K.Mandi 3 + 1 Ruang Tamu Ruang Keluarga Dapur Bersih & Kotor Carport Service Area Rooftop Selling Point : Lokasi Strategis, Akses Mudah Dekat Dengan Sarana Pendidikan Dekat Sarana & Fasilitas Umum Dekat Ke Pintu Toll Desari Lingkungan Aman & Nyaman Bebas Banjir Legalitas Clear (SHM, IMB, PBB) Lokasi Kebagusan Jakarta selatan.",4,4,240,100,0,1,0
Rumah Mewah Dipedurenan Buntu  Jakarta Selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-mewah-dipedurenan-buntu-jakarta-selatan-168632245939/,"Ampera, Jakarta Selatan",17000000000,Rumah Dijual Jakarta Selatan RUMAH MEWAH PEDURENAN AMPERA JAKARTA SELATAN,6,6,1000,786,0,1,1
"Dijual rumah di Benhil, Jakarta Pusat",https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/dijual-rumah-di-benhil-jakarta-pusat-170628495998/,"Bendungan Hilir, Jakarta Pusat",5900000000,"Dijual rumah di Bsnhil, Jakarta Pusat 150 m dari/ke Jl.Gatot Subroto, Jakarta Pusat Cocok untuk dibangun kost2an 20 kamar.",4,2,195,170,0,1,0
Dijual Rumah Di Ragunan Jakarta Selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-rumah-di-ragunan-jakarta-selatan-172196826550/,"Ragunan, Jakarta Selatan",3000000000,"SN
Dijual Rumah Murah Di Ragunan Jakarta Selatan
lokasi dekat dengan supermarket,dekat dengan sekolahan,bebas banjir dekat keluar masuk pintu tol TB Simatupang Jakarta Selatan,mall Citos,rumah sakit Fatmawati Bu Jakarta Selatan 
LT : 134
LB : 200
KT : 5
KM : 4
Listrik : 3300
Carport : 1
Harga 3 M Nego
 #ID: 172995",5,4,200,134,0,1,0
Rumah jl bangka IX mampang jakarta selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-jl-bangka-ix-mampang-jakarta-selatan-172082755296/,"Mampang Prapatan, Jakarta Selatan",7700000000,"DI LELANG RUMAH MURAH JAKARTA SELATAN Alamat Jl.Bangka IX, Pela Mampang, Kec.Mampang Prpt Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta Luas Tanah 649 m2 SHM Skema LELANG CESSIE Harga Jual harga termasuk jasa pengosongan.",4,3,300,649,0,1,0
Dijual Rumah di Cluster La Seine Jakarta Garden City Jakarta Timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-di-cluster-la-seine-jakarta-garden-ci-171902374949/,"Cakung, Jakarta Timur",2700000000,"Dijual Rumah di Cluster La Seine Jakarta Garden City Bagus Tanah Besar  Cakung -Jakarta Timur  Rumah baru belum pernah di tempatin Hadap Timur  Ukuran tanah 8 × 15 120 m²  Luas bangunan 116 m² (2 lantai) M  Kamar tidur 4+1 Kamar Mandi 3+1  Carport 2 mobil Listrik 2200 watt Pam  Sertifikat PPJB Rumah standard developer, belum pernah dipakai.  4 AC 1pk (Baru, belum dipasang)  HARGA 2,7M  lyd",5,4,116,120,0,1,0
Rumah baru murah dijagakarsa jakarta selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-baru-murah-dijagakarsa-jakarta-selatan-168880455813/,"Jagakarsa, Jakarta Selatan",1800000000,"Dijual rumah baru di Jagarkasa Jakarta Selatan,lokasi bersih dan asri dekat dengan sekolahan,dekat dengan Supermarket,mall Citos Jakarta, keluar masuk pintu tol TB Simatupang Jakarta dan tol lingkar dalam kota dekat dengan,tempat wisata kebun Binatang Ragunan Jakarta Selatan pusat kuliner,kantor-kantor bank,keluar masuk pintu tol Andara Jakarta Selatan menuju Antasari- blok M Jakarta Selatan,Mabes Polri,pusat Bisnis di Jakarta Selatan,Senayan,Gedung DPR/MPR   (listing mi)",3,4,120,110,1,1,0
Rumah Strategis Di Lebak Bulus Jakarta Selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-strategis-di-lebak-bulus-jakarta-selatan-170350007525/,"Lebak Bulus, Jakarta Selatan",65000000000,"Dijual rumah baru mewah murah selangkah ke Lebak Bulus Jakarta Selatan,jarang ada stock terbatas,lokasi bebas banjir 7 menit ke MRT atau Bus Way Lebak Bulus Jakarta Selatan , selangkah kerumah sakit Fatmawati,rumah sakit Siloam, Mall Citos Jakarta Selatan , keluar masuk pintu tol Pondok Indah Jakarta Selatan - Tb Simatupang - Tanjung Periuk - Tol Cikapek Hadap: Barat, , Ruang Lainnya: Ruang Keluarga,Ruang Tamu, Ruang Makan, Gudang, Fasilitas Pool,Meja,Sofa,Walking Closet, Surat: SHM, lokasi seperti ini jarang ada , selangkah ke Lebak Bulus dan ke MRT / Bus Way Jakarta Selatan (me)",3,3,846,3059,6,2,2
CONDET BALEKAMBANG JAKARTA TIMUR RUMAH DIJUAL CEPAT,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/condet-balekambang-jakarta-timur-rumah-dijual-cepa-168120568717/,"Condet, Jakarta Timur",2200000000,Dijual Rumah siap huni sudah renovasi Condet Balekambang Jakarta Timur  Condet Balekambang Jakarta Timur,5,2,190,125,0,1,0
Turun Harga Townhouse Jakarta pusat dijual murah,https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/turun-harga-townhouse-jakarta-pusat-dijual-murah-171194760167/,Jakarta Pusat,2800000000,rumah Townhouse di jakarta pusat SHM dua lantai full furnish samping grand indonesia dekat Ascott hotel jakarta pusat dekat Thamrin city lokasi strategis harga nego..,3,3,180,90,0,1,0
Rumah Murah Area Bintaro Jakarta Selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-murah-area-bintaro-jakarta-selatan-171635556156/,"Bintaro, Jakarta Selatan",4500000000,Rumah mewah 2 Lantai Ada Kolam Renang Lokasi Strategis Bintaro Jakarta Selatan Komplek Mayang 8 Residence Jalan Bunga Mayang VIII Kel.Bintaro Kec.Pesanggrahan Kota Jakarta Selatan Provinsi DKI Jakarta LT : 200 m2 LB : 170 m2 Ada Kolam Renang Surat : SHM. Harga : 4.5 M,3,3,170,200,0,1,0
Dijual Rumah Di Ragunan Jakarta Selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-rumah-di-ragunan-jakarta-selatan-172098423571/,"Ragunan, Jakarta Selatan",3000000000,"SN
Dijual Rumah Murah Di Ragunan Jakarta Selatan
lokasi dekat dengan supermarket,dekat dengan sekolahan,bebas banjir dekat keluar masuk pintu tol TB Simatupang Jakarta Selatan,mall Citos,rumah sakit Fatmawati Bu Jakarta Selatan 
LT : 134
LB : 200
KT : 5
KM : 4
Listrik : 3300
Carport : 1
Harga 3 M Nego
 #ID: 172995",5,4,200,134,0,1,0
BGC Rumah Subsidi di Timur Jakarta,https://www.lamudi.co.id/jual/jawa-barat/bekasi/bgc-rumah-subsidi-di-timur-jakarta-169225646966/,"Babelan, Bekasi",181000000,"Berlokasi di Timur Jakarta, rumah ini strategis untuk kamu yang di jakarta pusat, jakarta timur dan utara yang dekat ke Bekasi Utara.Lokasi Strategis : 8 menit pasar babelan, 20 menit ke MARUNDA, 25 menit ke kota harapan indah, 45 menit ke Tanjung Priok, 20 menit ke tol JORR tarumajaya, Dekat sekolah dan rumah sakit.",2,1,30,60,0,1,0
Rumah 1 Lantai di Petukangan Jakarta Selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-1-lantai-di-petukangan-jakarta-selatan-17070316086/,"Petukangan Selatan, Jakarta Selatan",3000000000,"Rumah 1 Lantai di Petukangan Jakarta Selatan,Lokasi bebas banjir,dekat dengan supermarket , dekat dengan sekolhan, dikelilingi fasilitas umum, apotik kampus,Bus Way Ciledug Trans 7 7 Mampang Jakarta Selatanlokasi sangat strategis ,jarang ada tanah kavling di jual murah,15 menit ke Blok M Jakarta Selatan, (sn/aa)",2,1,160,332,4,1,0
DIJUAL RUMAH LUAS DI MENTENG JAKARTA PUSAT,https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/dijual-rumah-luas-di-menteng-jakarta-pusat-169597415411/,"Menteng, Jakarta Pusat",55000000000,Lokasi: Jakarta Pusat Judul: Rumah Menteng Jakarta Pusat Harga:  Luas tanah: 740 m2 luas bangunan: 380 m2 KM: 10 KT: 12 Furnished/tidak: Tidak,12,10,380,740,0,1,0
dijual rumah elit Menteng murah jakarta pusat,https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/dijual-rumah-elit-menteng-murah-jakarta-pusat-172058710284/,"Pegangsaan, Jakarta Pusat",9000000000,"dijual rumah 1.5 lantai mewah ,area Menteng Jakarta pusat ,nyaman tenang ,dkt proklamasi ,dkt Pegangsaan Menteng Jakarta pusat ,ke jalan raya dkt ,dijual cpt dan bawah harga pasar ,legalitas SHM IMB pbb.",4,4,300,275,0,1,0
Rumah jl beo pesanggrahan  jakarta selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-jl-beo-pesanggrahan-jakarta-selatan-171920343411/,"Pesanggrahan, Jakarta Selatan",6700000000,"RUMAH MURAH PESANGGRAHAN-JAKARTA SELATAN Alamat Jl.Beo Pesanggrahan, Kec.Pesanggrahan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12320 LT : 880 m2 LB : 500 Skema LELANG HARGA JUAL 6,7M.",5,4,500,880,0,1,0
DIJUAL RUMAH TINGKAT MELALUI LELANG  DI JAKARTA,https://www.lamudi.co.id/jual/jakarta/jakarta-barat/dijual-rumah-tingkat-melalui-lelang-di-jakarta-172240349743/,"Kalideres, Jakarta Barat",3139440000,"Dijual Rumah Melalui Lelang Rumah Tingkat di Jakarta Yang Berlokasi Komplek Perumahan Angel Residence Blok B No. 10 , Kelurahan Kalideres, Kecamatan Kalideres, Kota Jakarta Barat, Provinsi Daerah Khusus Ibu Kota Jakarta.",5,4,180,144,1,1,0
Dijual Rumah 2 Lantai Ciracas Jakarta timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-2-lantai-ciracas-jakarta-timur-16977779492/,"Ciracas, Jakarta Timur",1200000000,"Dijual Rumah Cluster Ciracas Jakarta timur.Jln Penganten Ali 2 Ciracas Jakarta timur.Luas tanah 65 meterLuas bangunan 70 meterKT 3 KM 2Carport mobilListrik 2200Legalitas SHM IMBHarga 1.3 M Ciracas Gate Residen 1 berlokasi di jalan penganten Ali 2 Ciracas Jakarta timur sangat strategis dekat dengan fasilitas umum dan perkantor.Sekolah 2 negeri dan swasta , terminal Kp rambutan, statiun LRT Kp rambutan dan LRT penganten Ali.",3,2,80,67,0,1,0
Rumah lux di menteng Jakarta Pusat,https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/rumah-lux-di-menteng-jakarta-pusat-172015155321/,"Menteng, Jakarta Pusat",24500000000,"Rumah LUX Jl Dempo , Pegangsaan, MentengJakarta PusatLuas tanah 537, Luas bangunan 850Kamar tidur 8+3, Kamar mandi 7+1Sertipikat Hak MilikMemiliki taman nan asriMemiliki tempat parkir yg luasLokasi sangat strategis, dekat ke Bundaran HI, dekat stasiun manggarai dekat ke stasiun Cikini, dekat Sekolah2 terbaik di Jakarta, dekat Rumah sakit terbaik di JakartaHub",8,8,850,537,0,1,0
Strategis Di Jakarta Harga Bawah 1 M. Perumnas Klender Jakarta Timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/strategis-di-jakarta-harga-bawah-1-m-perumnas-klen-172223051775/,"Klender, Jakarta Timur",980000000,"Strategis Lokasi Jakarta Harga Bawah 1 M. Perumnas Klender Jakarta Timur  SHM + IMB  lokasi kompleks  Deskripsi: -   LT 78 m2 (6 x 13) LB 65 m2 KT 3 KM 2 lokasi kompleks carport 1 mobil PAM + jet pump bebas banjir akses jalan 1 mobil lokasi strategis dekat sekolah (TK SD SMP SMA Universitas), RS, Klinik, rumah ibadah dekat pasar tradisional, supermarket, minimarket (alfamart, indomaret, superindo, farmers family, naga, tiptop, total buah, transmart, dll) dekat dengan mall dekat daerah kuliner dekat dengan pintu toll Bekasi, toll Becakayu, toll JORR, toll dalam kota tidak jauh dari stasiun KRL (Kereta Commuter Line), Trans Jakarta (Bus Way), LRT (dalam pembangunan) jaringan internet (Indihome, first media, dll)  Harga 980 juta (Nego)   Hub:  EDWARD",3,2,65,78,1,1,0
"Dijual Rumah di Pejompongan, Jakarta Pusat",https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/dijual-rumah-di-pejompongan-jakarta-pusat-167231776656/,"Bendungan Hilir, Jakarta Pusat",9300000000,"Rumah Cantik di Benhil, Jakarta Pusat",4,3,300,201,0,1,0
dijual rumah baru joglo kembangan Jakarta Barat,https://www.lamudi.co.id/jual/jakarta/jakarta-barat/dijual-rumah-baru-joglo-kembangan-jakarta-barat-170229544688/,"Joglo, Jakarta Barat",3700000000,RUMAH AMERICAN MODERN _Lokasi :Jakarta Barat_..,4,4,200,125,0,1,0
Dijual Rumah 2 Lantai Siap Huni di Jakarta Garden City Jakarta Timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/dijual-rumah-2-lantai-siap-huni-di-jakarta-garden-170816933667/,"Cakung, Jakarta Timur",2650000000,"DIJUAL Rumah 2 lantai siap huni di Jakarta Garden City, JakTim  LT 147m2 LB 152m2  KT 3+1 KM 3+1 PAM Listrik 3500  Hadap Utara SHM AC 3 unit Kitchen set Lemari pakaian  Harga 2.65M nego  OE",4,4,152,147,0,1,0
"Dijual rumah di Tomang, jakarta barat",https://www.lamudi.co.id/jual/jakarta/jakarta-barat/dijual-rumah-di-tomang-jakarta-barat-169457891895/,"Tomang, Jakarta Barat",8000000000,"Dijual rumah di Tomang, jakarta baratJual rumah di Jl katalia, tomang, jakarta baratLT 13 x 15 ( 195 m2)LB 350 m2Kamar tidur 5+1Kamar mandi 5+ 13 lantai,HookHadap utara baratFully furnishHGBHarga 8 M negoHubungiAstuti gading pro.",5,5,350,195,2,2,0
"Rumah di Bumi Pesanggrahan Mas, Jakarta selatan",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-di-bumi-pesanggrahan-mas-jakarta-selatan-172018333433/,"Pesanggrahan, Jakarta Selatan",2300000000,"Dijual cepat rumah di Bumi Pesanggrahan Mas, Jakarta selatan Lt 200 Lb 150 Kt 5 Km 3 SHM Listrik 3500 Harga 2.3 milyard nego deket ke pintu toll ciledug jakarta deket ke bus way.",5,3,150,200,0,1,0
Rumah Modern Minimalis Di Munjul Jakarta Timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/rumah-modern-minimalis-di-munjul-jakarta-timur-171496918222/,"Munjul, Jakarta Timur",350000000,Rumah Modern Minimalis Di Munjul Jakarta Timur Lokasi Munjul Jakarta Timur Spesifikasi Rumah Baru Akses Motor Type 36 / 45 Kamar Tidur 2 Kamar Mandi 1 Harga Promo 350 Juta Cash Informasi Hubungi Dany.,2,1,36,45,0,1,0
Dijual Cepat Rumah di Jakarta Barat,https://www.lamudi.co.id/jual/jakarta/jakarta-barat/dijual-cepat-rumah-di-jakarta-barat-171406282783/,"Joglo, Jakarta Barat",2800000000,"Perumahan PT. Mina Gapura Kelurahan Joglo, Kecamatan Kembangan Kota Jakarta Barat, Provinsi DKI Jakarta  LT/LB : 329/157 M2  Harga Jual : 2,8 Miliar (Negotiable)",5,4,157,329,0,1,0
Rumah siap huni Jakarta Garden City termurah,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/rumah-siap-huni-jakarta-garden-city-termurah-16964017382/,"Cakung, Jakarta Timur",1700000000,"DIJUAL Rumah 2 lantai siap huni Jakarta Garden City Cakung, Jakarta Timur LT 90 KT 3+1 KM.2 PAM Listrik : 2200 Ada gorden 4 AC 2 Mezzanine Harga 1,7 M Nett.",4,2,56,90,0,1,0
Rumah Kinclong Harga Cling Pesona Rorotan  Jakarta,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/rumah-kinclong-harga-cling-pesona-rorotan-jakarta-17166307370/,"Cakung, Jakarta Timur",850000000,Pesona Rorotan Jakarta Utara.,2,2,54,44,0,1,0
"Rumah Bagus SHM di Kemang, Jakarta Selatan",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-bagus-shm-di-kemang-jakarta-selatan-172234914188/,"Kemang, Jakarta Selatan",20000000000,"Rumah Bagus SHM di Kemang, Jakarta Selatan",5,4,600,1000,2,1,3
"Dijual Cepat Rumah Kost Benhill, Jakarta Pusat",https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/dijual-cepat-rumah-kost-benhill-jakarta-pusat-169626487466/,"Bendungan Hilir, Jakarta Pusat",6500000000,"WTS Rumah Kost Benhill, Jakarta Pusat",11,3,244,121,0,3,0
Rumah Komplek Pu Lebak Bulus Jakarta Selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-komplek-pu-lebak-bulus-jakarta-selatan-171653449658/,"Lebak Bulus, Jakarta Selatan",6500000000,Rumah Dijual Komplek PU Lebak Bulus Jakarta Selatan,2,1,100,136,1,1,0
DIJUAL Rumah Walet Permai Jakarta Utara,https://www.lamudi.co.id/jual/jakarta/jakarta-utara/dijual-rumah-walet-permai-jakarta-utara-171934248976/,"Kapuk Muara, Jakarta Utara",15500000000,DIJUAL Rumah Walet Permai kondisi Bagus Jakarta Utara #ID: 169155,5,4,432,360,0,1,0
Rumah 2 Lantai di Menteng Jakarta Pusat,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-2-lantai-di-menteng-jakarta-pusat-171958734886/,"Menteng Atas, Jakarta Selatan",60000000000,Dekat hotel pullman Dekat jakarta eye centre menteng.,8,4,450,625,0,1,0
Rumah Full Furnish di Ciracas Jakarta Timur,https://www.lamudi.co.id/jual/jakarta/jakarta-timur/rumah-full-furnish-di-ciracas-jakarta-timur-167392657944/,"Ciracas, Jakarta Timur",1350000000,"Dijual Rumah Full Furnish didaerah Ciracas, Cibubur Jakarta Timur",4,3,150,84,0,1,0
Rumah Taman Palem Lestari Jakarta Barat,https://www.lamudi.co.id/jual/jakarta/jakarta-barat/rumah-taman-palem-lestari-jakarta-barat-172037972921/,"Taman Sari, Jakarta Barat",2250000000,JUAL CEPAT Rumah Taman Palem Lestari  Jakarta Barat  #ID: 171639,3,3,162,90,0,1,0
Dijual Rumah di Kelapa Gading Jakarta Utara,https://www.lamudi.co.id/jual/jakarta/jakarta-utara/dijual-rumah-di-kelapa-gading-jakarta-utara-171921315498/,"Kelapa Gading, Jakarta Utara",4500000000,Dijual Rumah di Kelapa Gading Jakarta Utara,4,5,300,160,0,1,0
dijual rumah di srengseng kembangan jakarta barat,https://www.lamudi.co.id/jual/jakarta/jakarta-barat/dijual-rumah-di-srengseng-kembangan-jakarta-barat-171998856092/,"Srengseng, Jakarta Barat",2200000000,dijual rumah di srengseng kembangan jakarta barat.,4,3,188,132,0,1,0
Rumah American Classic Jakarsa Jakarta Selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-american-classic-jakarsa-jakarta-selatan-17193355252/,"Jagakarsa, Jakarta Selatan",2500000000,Rumah American Classic Jakarsa Jakarta Selatan.,4,4,200,86,0,1,0
Rumah kebagusan Jakarta selatan mewah kolam renang,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-kebagusan-jakarta-selatan-mewah-kolam-renang-17210211658/,"TB Simatupang, Jakarta Selatan",4250000000,Rumah kebagusan Jakarta selatan mewah kolam renang.,6,6,280,127,0,1,0
RUMAH MODERN  TOWNHOUSE DI CILANDAK JAKARTA SELATAN,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/rumah-modern-townhouse-di-cilandak-jakarta-selatan-172154278192/,"Cilandak, Jakarta Selatan",4000000000,RUMAH MODERN TOWNHOUSE DI CILANDAK JAKARTA SELATAN,5,4,270,119,0,1,0
Rumah baru di Kemanggisan Jakarta Barat,https://www.lamudi.co.id/jual/jakarta/jakarta-barat/rumah-baru-di-kemanggisan-jakarta-barat-169220013420/,"Kemanggisan, Jakarta Barat",3700000000,"RUMAH BARU AMERICAN MODERN Lokasi : Kemanggisan, Jakarta Barat_.",3,3,180,136,0,1,0
Rumah Taman Palem Lestari Jakarta Barat,https://www.lamudi.co.id/jual/jakarta/jakarta-barat/rumah-taman-palem-lestari-jakarta-barat-172037973420/,"Taman Sari, Jakarta Barat",2250000000,JUAL CEPAT Rumah Taman Palem Lestari  Jakarta Barat  #ID: 171639,3,3,162,90,0,1,0
Dijual Rumah Mewah di Pesanggrahan Jakarta Selatan,https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-rumah-mewah-di-pesanggrahan-jakarta-selatan-170259906820/,"Pesanggrahan, Jakarta Selatan",7200000000,Dijual Rumah Mewah di Pesanggrahan Jakarta Selatan.,5,4,280,180,0,1,0
